student_code,ielts
278917,6.33061258984678
278918,7.2754235745605484
278919,7.01237002194668
278920,5.564859662533243
278921,5.607749826578332
278922,7.286776194840608
278923,8.53916151534124
278924,4.972317981649807
278925,6.304591965469689
278926,5.8287088591122265
278927,6.265305456008304
278928,5.894796479271735
278929,6.610701764190318
278930,8.543087788992322
278931,5.975862890172846
278932,5.165489022329341
278933,8.835707374065676
278934,5.163858067164519
278935,6.393863758405817
278936,6.695146149392905
278937,4.991110461846855
278938,6.0027887161871565
278939,6.909637096427247
278940,4.55281625800353
278941,4.461979920359597
278942,9.260096699915628
278943,8.306370170843072
278944,6.74546946523268
278945,7.716840159747565
278946,6.04040405260585
278947,5.810582942329752
278948,6.590885827825715
278949,8.638876715250586
278950,6.726193249700448
278951,6.627338105894786
278952,7.35917870649312
278953,6.968506413144536
278954,6.925382923702344
278955,6.171794256902003
278956,8.576131333907156
278957,6.45932558342794
278958,7.178979676150778
278959,6.159152175287105
278960,9.059153236083887
278961,4.977777254608895
278962,7.042923330201751
278963,6.408327453796847
278964,5.22185185272863
278965,7.143541628094267
278966,6.257099232334122
278967,8.122810445270508
278968,6.283978633354515
278969,7.688318014321821
278970,6.68398032650678
278971,6.212061863205182
278972,5.83062506174116
278973,6.731954498400858
278974,5.883893551468916
278975,8.59177488174215
278976,6.27773791387596
278977,8.035023472477466
278978,5.575566370764575
278979,8.265519606834392
278980,7.482244796862795
278981,6.593454539123566
278982,7.175146545738209
278983,5.2220257280325475
278984,7.07787355476207
278985,6.061333930828095
278986,7.254121338898208
278987,7.577979806437885
278988,6.318424607272775
278989,7.78680660879067
278990,5.706117911425668
278991,9.009956611349754
278992,3.4178353361902656
278993,5.772859680915316
278994,7.190834139207949
278995,6.170367582220445
278996,7.538337059308379
278997,4.719223521481217
278998,5.190818238997885
278999,6.652128473244084
279000,8.045050125674686
279001,6.93482000291334
279002,5.6241144376370045
279003,6.470612213958141
279004,6.422349364660177
279005,7.985110604560056
279006,8.581782725136454
279007,6.9967869211282485
279008,6.204635456672033
279009,8.020871655568465
279010,4.813590483142787
279011,6.944793450216824
